,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
53,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann",,,1996.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann', nan, 1996.0]",0.03827124834060669,0.9617287516593933,3
61,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann",,,1997.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann', nan, 1997.0]",0.04096043109893799,0.959039568901062,3
54,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann","m tresch , mh scholl , ibmar center , ca san jose",,1996.0,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann', nan, 1996.0]",0.04817843437194824,0.9518215656280518,3
60,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann', nan, nan]",0.03915536403656006,0.9608446359634399,3
684,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gramatiky a jazyky m ceska , z rabova technical university of brno ,",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['gramatiky a jazyky m ceska , z rabova technical university of brno ,', nan, nan]",0.044627487659454346,0.9553725123405457,3
219,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,', nan, nan]",0.05040031671524048,0.9495996832847595,3
220,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,', nan, nan]",0.06998646259307861,0.9300135374069214,3
568,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"wortschatzarbeit und bedeutungsvermittlung , fernstudieneinheit 8 , langenscheidt , berlin , 1994",bd mã?ller,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['wortschatzarbeit und bedeutungsvermittlung , fernstudieneinheit 8 , langenscheidt , berlin , 1994', 'bd mã?ller', nan]",0.07605749368667603,0.923942506313324,3
750,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,das einen link zu einem programm oder dokument in e bild microsoft,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['das einen link zu einem programm oder dokument in e bild microsoft', nan, nan]",0.0430867075920105,0.9569132924079895,3
570,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"wortschatzarbeit und bedeutungsvermittlung , fernstudieneinheit 8 , langenscheidt , berlin , 1994","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['wortschatzarbeit und bedeutungsvermittlung , fernstudieneinheit 8 , langenscheidt , berlin , 1994', nan, nan]",0.05948525667190552,0.9405147433280945,3
685,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gramatiky a jazyky m ceska , z rabova technical university of brno ,",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['gramatiky a jazyky m ceska , z rabova technical university of brno ,', nan, nan]",0.044627487659454346,0.9553725123405457,3
576,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ogneupory ii vishnevskii , ld smirnova","m tresch , mh scholl , ibmar center , ca san jose","no . i ,",,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['ogneupory ii vishnevskii , ld smirnova', 'no . i ,', nan]",0.20182400941848755,0.7981759905815125,3
686,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gramatiky a jazyky m ceska , z rabova technical university of brno ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['gramatiky a jazyky m ceska , z rabova technical university of brno ,', nan, nan]",0.05899697542190552,0.9410030245780945,3
569,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"wortschatzarbeit und bedeutungsvermittlung , fernstudieneinheit 8 , langenscheidt , berlin , 1994",bd mã?ller,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['wortschatzarbeit und bedeutungsvermittlung , fernstudieneinheit 8 , langenscheidt , berlin , 1994', 'bd mã?ller', nan]",0.07605749368667603,0.923942506313324,3
68,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"keuning , 1991 . 128 blz. , afbn",b baarn,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['keuning , 1991 . 128 blz. , afbn', 'b baarn', nan]",0.0998803973197937,0.9001196026802063,3
277,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,chemische reaktionstechnikâ ?? lehrbuch der technischen chemie,"m baerns , h hofmann , a renken",,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['chemische reaktionstechnikâ ?? lehrbuch der technischen chemie', 'm baerns , h hofmann , a renken', nan]",0.05126762390136719,0.9487323760986328,3
530,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"j. ingrarn , at m fink , j ingram","m tresch , mh scholl , ibmar center , ca san jose","at . data ,",,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['j. ingrarn , at m fink , j ingram', 'at . data ,', nan]",0.057482123374938965,0.942517876625061,3
529,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"j. ingrarn , at m fink , j ingram",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['j. ingrarn , at m fink , j ingram', nan, nan]",0.16246068477630615,0.8375393152236938,3
528,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"j. ingrarn , at m fink , j ingram",,"at . data ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['j. ingrarn , at m fink , j ingram', nan, 'at . data ,']",0.07544618844985962,0.9245538115501404,3
285,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee', nan, nan]",0.10106664896011353,0.8989333510398865,3
286,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee', nan, nan]",0.06610125303268433,0.9338987469673157,3
84,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"der paradiesgarten , gã $ rten der kraft planen und gestalten , 181 seiten",s brã ¶ nnle,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['der paradiesgarten , gã $ rten der kraft planen und gestalten , 181 seiten', 's brã ¶ nnle', nan]",0.07284480333328247,0.9271551966667175,3
85,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"der paradiesgarten , gã $ rten der kraft planen und gestalten , 181 seiten",s brã ¶ nnle,,2001.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['der paradiesgarten , gã $ rten der kraft planen und gestalten , 181 seiten', 's brã ¶ nnle', 2001.0]",0.16347277164459229,0.8365272283554077,3
522,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"bilder in der landeskunde , lang , mã 1/4 nchen , 1996 d macaire , w hosch","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['bilder in der landeskunde , lang , mã 1/4 nchen , 1996 d macaire , w hosch', nan, nan]",0.04550182819366455,0.9544981718063354,3
